Name,Lstar,Mstar,Radius,Width,sblow,smin,smin_ep,smin_em,q,q_ep,q_em,Md,Md_ep,Md_em
HD216956,16.565490183347528,2.2302013957240563,140.11,16.5,12.85216589947349,8.287383250819055,4.640823316253046,5.2808887541817,3.518598106046827,0.12019526414112836,0.1519560166295828,0.0007821538408608914,0.0002415276937840138,8.900867856976799e-05
HD125162,17.339062477271263,2.259473840495683,81.4,18.0,13.628902267533231,1.383913528019383,1.3014589110361787,1.167238441045307,3.12456460266154,0.13572961422286944,0.14664010841301733,0.000690460278869183,0.00010003167640694672,8.989548337258793e-05
HD17848,18.426945769907974,2.2991012745899497,151.6,101.3,14.738029046467213,25.522775552402834,48.42140062071822,14.42053955571555,3.5,0.0,0.0,0.000500662805160137,5.4634867340657865e-05,4.6139555181787804e-05
HD138813,18.81820806852329,2.312944537594266,120.0,130.0,15.14158828793787,9.637271880763137,3.4705512611344833,3.4935061902919786,3.303873674717515,0.09206131035620846,0.0968337809120845,0.005870509640337648,0.000612637875180783,0.0004410455172945858
HD158352,21.47400636946069,2.4018539386990954,270.0,380.0,17.942692709485797,0.9907336439773791,9.859493044549946,0.9331021813080306,3.250520584700386,0.15588417351409944,0.3479015887991741,0.0010071788114891101,0.0005813530422385067,0.00028303767052596546
HD192425,22.060665327719253,2.420421657908154,197.1,161.5,18.575374771164327,24.81140501611546,34.61461654084695,10.785138952989133,3.5,0.0,0.0,0.0003893197044498025,4.271710753429907e-05,3.309266465608237e-05
HD11413,22.673768951284252,2.4394531986807713,175.6,40.7,19.241731735492202,31.16535055652095,31.51771118892794,13.52872062793584,3.5,0.0,0.0,0.00030932431214691485,2.3981119362135477e-05,2.1944120834380132e-05
HD54341,23.398314740521798,2.461475933242985,170.0,190.0,20.035866099045563,5.256394149205397,21.093821410352632,0.9702003973678943,3.640504844285849,0.17973040906639337,0.4531700905740035,0.003454213915395489,0.0004354228523856386,0.0007470638519967792
HD109573,23.89947774719202,2.4764254595015167,77.8,14.8,20.589301783606917,2.4481674598207803,0.40090267957899917,0.33940779891222217,3.5194904241474623,0.0629161268966345,0.06820876022341782,0.058296334704981564,0.0047882007832610735,0.00472410465680554
HD182681,26.53792550186443,2.551638430327425,143.0,100.0,23.55667841707229,2.3376400145827363,1.6121708243360535,2.0116685151255376,3.2670138755710134,0.2543329706005175,0.16159849300522788,0.003021382294441795,0.0006480474158156004,0.0008052370455063412
HD38206,27.005217488298094,2.5643957663144836,180.0,120.0,24.091324567852034,8.77839602039159,1.8657305078678341,2.150903292446409,3.489890156186733,0.10226471124443703,0.11268303777527944,0.0012849397910117016,5.701056511808137e-05,5.2845883728980985e-05
HD14055,28.95355112116266,2.615947936779581,180.0,160.0,26.34868112148152,2.6386039698261428,0.5269604126785037,0.5768739521752275,3.4237255991841318,0.07089063245169491,0.060458589462679235,0.0009667781607324049,8.476239916424468e-05,8.779440335450906e-05
HD161868,29.646707864450864,2.633690315809733,124.0,110.0,27.16246182217717,14.24827794987075,13.749136365413616,5.225200871925727,3.598217341931855,0.17824535479241987,0.3452793422426401,0.0007168460803234791,7.569220858480907e-05,6.561925518636634e-05
HD188228,32.15173449332795,2.695441002751225,130.1,37.9,30.14825538648312,32.3923835848293,37.465538858495556,18.676936919395164,3.5,0.0,0.0,4.451364225630576e-05,6.494356398062981e-06,5.076563456705112e-06
HD142315,32.18920034195609,2.696338043754428,140.0,500.0,30.19343162760501,1.34332577568276,0.4214902269828098,0.493997465686862,3.9848016627797005,0.18738289148494047,0.18533294165160807,0.007906059505500228,0.0011457268074411414,0.0010278332520238156
HD10939,34.812039779856974,2.7573642123221385,148.9,65.6,33.3927013935319,20.52755171716361,16.553572274911254,5.830771153958965,3.5,0.0,0.0,0.0010115440125489665,8.263447656076117e-05,7.01164754330374e-05
HD172167,55.933052282977236,3.1574309572950066,118.0,67.0,61.437046646904484,13.343732580940413,6.5237364418679835,7.1658283021913345,3.7211467296507554,0.18187688100090105,0.22665402464184048,0.00024641253624767923,4.883545359355622e-05,2.320953334260649e-05
HD13161,72.23998049235249,3.396873077780069,101.3,88.4,85.36599136822916,10.664626701132212,4.411804810504989,5.362480978823491,3.3454556833447695,0.17527995714061761,0.21023165456618287,0.00045410235350551675,5.1412540943163935e-05,3.41187235012489e-05
HD139006,72.66411845933358,3.402559410142631,41.7,13.8,86.01093608786846,5.11440092575123,3.0634159467074316,2.1688394828313062,3.5,0.0,0.0,0.0002804696456614494,6.549736651488997e-05,4.775907904864811e-05
